Lectio brevis (Is 58, 6a. 7);Lecture brève (Is 58, 6a. 7)
Nonne hoc est ieiúnium, quod elégi: frángere esuriénti panem tuum et egénos, vagos indúcere in domum? Cum víderis nudum, óperi eum et carnem tuam ne despéxeris.;"Le jeûne que je choisis ne consiste-t-il pas à rompre ton pain à celui qui a faim, à recueillir chez toi les malheureux sans asile ; si tu vois un homme nu, à le couvrir, à ne point te détourner de ta propre chair? "
