Lectio brevis (Prov 9, 1-2);Lecture brève (Prov 9, 1-2)
"Sapiéntia ædificávit sibi domum, excídit colúmnas septem; immolávit víctimas suas, míscuit vinum et propósuit mensam suam.";La sagesse a bâti sa maison, elle a taillé ses sept colonnes. Elle a immolé ses victimes, mêlé son vin, et dressé sa table. 
