Lectio brevis (Ier 31, 11-12);Lecture brève (Jr 31, 11-12)
Redémit Dóminus Iacob et liberávit eum de manu potentióris. Et vénient et laudábunt in monte Sion et cónfluent ad bona Dómini.;"Car le seigneur a racheté Jacob, Il l'a délivré des mains d'un plus fort que lui.  Ils viennent donc et poussent des cris de triomphe Sur les hauteurs de Sion ; Ils affluent vers les biens du Seigneur."
