Lectio brevis (Cf. Is 13, 22 - 14, 1);Lecture brève (Cf. Is 13, 22 - 14, 1)
Prope est ut véniat tempus eius, et dies eius non elongabúntur. Miserébitur enim Dóminus Iacob et Israel salvábitur.;Son temps est proche, et ses jours ne seront pas prolongés. Car le Seigneur aura pitié de Jacob, et il choisira encore Israël. 
