Lectio brevis (Ier 23, 6);Lecture brève (Jer 23, 6)
"In diébus illis salvábitur Iuda, et Israel habitábit confidénter; et hoc est nomen, quod vocábunt eum: Dóminus iustítia nostra.";Dans ses jours, Juda sera sauvé, Israël habitera en assurance, Et voici le nom dont on l'appellera: Jéhovah notre justice.
