Lectio brevis (Ier 31, 2. 3b. 4a);Lecture brève (Jr 31, 2. 3b. 4a)
"Hæc dicit Dóminus: Invénit grátiam in desérto pópulus, qui remánserat a gládio; vadet ad réquiem suam Israel. In caritáte perpétua diléxi te; ídeo attráxi te in misericórdia. Rursúmque ædificábo te, et ædificáberis, virgo Israel.";"Ainsi parle Yahweh : Il a trouvé grâce dans le désert, le peuple échappé au glaive ; je veux mettre Israël en repos.Je t'ai aimée d'un amour éternel, aussi j'ai prolongé pour toi la miséricorde.Je te bâtirai encore, et tu seras rebâtie, vierge d'Israël."
