Lectio brevis (Tob 4, 14-15a. 16ab. 19 1);Lecture brève (Tob 4, 14-15a. 16ab. 19 1)
"Atténde tibi, fili, in ómnibus opéribus tuis et esto sápiens in ómnibus sermónibus tuis et, quod óderis, némini féceris. De pane tuo commúnica esuriénti et de vestiméntis tuis nudis; ex ómnibus, quæcúmque tibi abundáverint, fac eleemósynam. Omni témpore bénedic Dóminum et póstula ab illo, ut dirigántur viæ tuæ et omnes sémitæ tuæ et consília bene disponántur.";Garde-toi, mon fils, dans toutes tes œuvres et sois sage dans toutes tes paroles, et ce que tu hais, le le fais pas. Donne de ton pain à celui qui a faim et des vêtements à ceux qui sont nus. Prends conseil de toute personne avisée. En toute occasion, bénis le Seigneur ton Dieu et demande-lui de rendre droits tes chemins. Garde en mémoire ces instructions et qu'elles ne s'effacent pas de ton coeur.
