Lectio brevis (Rom 3, 21-22a);Lecture brève (Rom 3, 21-22a)
Nunc sine lege iustítia Dei manifestáta est, testificáta a Lege et Prophétis, iustítia autem Dei per fidem Iesu Christi, in omnes qui credunt.;Maintenant, sans la loi, a été manifestée la justice de Dieu, à laquelle la loi et les prophètes rendent témoignage. Or la justice de Dieu par la foi en Jésus-Christ est pour tous ceux et sur tous ceux qui croient en Lui
