Lectio brevis (Ier 3, 12b. 14a);Lecture brève (Ier 3, 12b. 14a)
Revertímini, ait Dóminus, et non avértam fáciem meam a vobis, quia pius ego sum, et non iráscar in perpétuum. Convertímini, fílii, qui avérsi estis a me, dicit Dóminus.;"Reviens, dit le Seigneur, et je ne détournerai point de vous mon visage; car je suis bon, dit le Seigneur, et ma colère ne dure pas éternellement. Convertissez-vous, enfants rebelles, dit le Seigneur."
