Lectio brevis (Is 62, 11-12a);Lecture brève (Is 62, 11-12a)
Dícite fíliæ Sion: Ecce salus tua venit, ecce merces eius cum eo et præmium eius coram illa. Et vocábunt eos Pópulus sanctus, Redémpti a Dómino. ;"Dites à la fille de Sion: ""Voici que ton Sauveur vient; voici que sa récompense est avec lui, et ses rétributions le précèdent."" Et on les appellera Peuple saint, Rachetés du Seigneur."
