Lectio brevis (1 Io 3, 1a. 2);Lecture brève (1 Io 3, 1a. 2)
"Vidéte qualem caritátem dedit nobis Pater, ut fílii Dei nominémur, et sumus! Caríssimi, nunc fílii Dei sumus, et nondum manifestátum est quid érimus; scimus quóniam, cum ipse apparúerit, símiles ei érimus, quóniam vidébimus eum, sícuti est.";Voyez comme il est grand, l'amour dont le Père nous a comblés: il a voulu que nous soyons appelés enfants de Dieu,-et nous le sommes-. Bien-aimés, dès maintenant, nous sommes enfants de Dieu, mais ce que nous serons ne parait pas encore clairement. Nous le savons: lorsque le Fils de Dieu paraîtra, nous serons semblables à lui parce que nous le verrons tel qu'il est.
