Lectio brevis (Rom 8, 10-11);Lecture brève (Rom 8, 10-11)
Si Christus in vobis est, corpus quidem mórtuum est propter peccátum, spíritus vero vita propter iustítiam. Quod si Spíritus eius, qui suscitávit Iesum a mórtuis, hábitat in vobis, qui suscitávit Christum a mórtuis, vivificábit et mortália córpora vestra per inhabitántem Spíritum suum in vobis.;Mais si le Christ est en vous, le corps, il est vrai, est mort à cause du péché, mais l'esprit est vie à cause de la justice. Et si l'Esprit de celui qui a ressuscité Jésus d'entre les morts habite en vous, celui qui a ressuscité le Christ d'entre les morts rendra aussi la vie à vos corps mortels, à cause de son Esprit qui habite en vous. 
