Lectio brevis (2 Tim 1, 9-10);Lecture brève (2 Tim 1, 9-10)
Deus nos salvos fecit et vocávit vocatióne sancta, non secúndum ópera nostra sed secúndum propósitum suum et grátiam, quæ data est nobis in Christo Iesu ante témpora sæculária, manifestáta autem nunc per illustratiónem salvatóris nostri Iesu Christi, qui destrúxit quidem mortem, illuminávit autem vitam et incorruptiónem per evangélium. ;"Dieu qui nous a sauvés et nous a appelés par une vocation sainte, non en vertu de nos &oelig;uvres, mais en vertu de son propre décret et de sa grâce, qui nous a été donnée dans le Christ Jésus de toute éternité et qui a été manifestée à présent par l'apparition de notre Sauveur le Christ Jésus, qui a détruit la mort et a fait briller la vie et l'immortalité par l'Evangile"
