Lectio brevis (Cf. Col 1, 23);Lecture brève (Cf. Col 1, 23)
Permanéte in fide fundáti et stábiles et immóbiles a spe evangélii, quod audístis, quod prædicátum est in univérsa creatúra, quæ sub cælo est.;Demeurez fondés et affermis dans la foi, et inébranlables dans l'espérance offerte par l'Evangile que vous avez entendu, qui a été prêché à toute créature qui est sous le ciel.
