"Lectio brevis (Gal 5, 26; 6, 2)";"Lecture brève (Gal 5, 26; 6, 2)"
Non efficiámur inánis glóriæ cúpidi, ínvicem provocántes, ínvicem invidéntes. Alter alteríus ónera portáte et sic adimplébitis legem Christi.;Ne devenons pas avides d'une vaine gloire, nous provoquant les uns les autres, et nous portant mutuellement envie. Portez les fardeaux les uns des autres, et vous accomplirez ainsi la loi du Christ.
