Lectio brevis (1Th 5, 23-24);Lecture brève (1Th 5, 23-24)
Ipse Deus pacis sanctíficet vos per ómnia, et ínteger spíritus vester et ánima et corpus sine queréla in advéntu Dómini nostri Iesu Christi servétur. Fidélis est, qui vocat vos, qui étiam fáciet.;Que le Dieu de paix lui-même vous sanctifie tout entiers, et que tout ce qui est en vous, l'esprit, l'âme et le corps, se conserve sans reproche jusqu'au jour de l'avènement de notre Seigneur Jésus-Christ ! Celui qui vous appelle est fidèle, et c'est lui qui fera encore cela.
