Lectio brevis (Ier 11, 19-20);Lecture brève (Ier 11, 19-20)
"Ego quasi agnus mansuétus, qui portátur ad víctimam; et non cognóvi quia super me cogitavérunt consília: «Cædámus lignum in vigóre eius et eradámus eum de terra vivéntium, et nomen eius non memorétur ámplius». Tu autem, Dómine exercítuum, qui iúdicas iuste et probas renes et corda: vídeam ultiónem tuam ex eis; tibi enim revelávi causam meam.";"Moi, j'étais comme un agneau familier qu'on mène à la boucherie, et je ne savais qu'ils formaient des desseins contre moi. ""Détruisons l'arbre avec son fruit! Retranchons-le de la terre des vivants, Et qu'on ne se souvienne plus de son nom!"". Mais le Seigneur des armées juge avec justice; Il sonde les reins et les cœurs; Je verrai la vengeance que vous tirerez d'eux, Car c'est à vous que j'ai confié ma cause. "
