Lectio brevis (1 Tim 1, 16);Lecture brève (1 Tim 1, 16)
Misericórdiam consecútus sum, ut in me primo osténderet Christus Iesus omnem longanimitátem, ad informatiónem eórum, qui creditúri sunt illi in vitam ætérnam.;Mais j'ai précisément obtenu miséricorde, afin que le Christ Jésus fît voir en moi le premier toute sa patience, pour que je servisse d'exemple à ceux qui croiront en lui, pour posséder la vie éternelle.
