Lectio brevis (Phil 3, 20b-21);Lecture brève (Phil 3, 20b-21)
Salvatórem exspectámus Dóminum Iesum Christum, qui transfigurábit corpus humilitátis nostræ confórme fíeri córpori glóriæ suae secúndum operatiónem, qua possit étiam subícere sibi ómnia.;Nous attendons aussi comme Sauveur le Seigneur Jésus-Christ, qui transformera notre corps si misérable, en le rendant semblable à son corps glorieux, par sa vertu puissante qui lui assujettit toutes choses.
