Lectio brevis (Ag 2, 6b. 9);Lecture brève (Ag 2, 6b. 9)
"Adhuc unum módicum est, et ego commovébo cælum et terram et mare et áridam. Maior erit glória domus istíus novíssima plus quam prima; et in loco isto dabo pacem, dicit Dóminus exercítuum. ";"Une fois encore, et ce sera dans peu, j'ébranlerai lescieux et la terre; la mer et le continent. Grande sera la gloire de cette maison; la dernière plus que la première ;et en ce lieu je mettrai la paix, oracle du Seigneur desarmées."
