Lectio brevis (Phil 4, 8. 9b);Lecture brève (Phil 4, 8. 9b)
"Fratres, quæcúmque sunt vera, quæcúmque pudíca, quæcúmque iusta, quæcúmque casta, quæcúmque amabília, quæcúmque bonæ famæ, si qua virtus et si qua laus, hæc cogitáte; et Deus pacis erit vobíscum.";"Frères, tout ce qui est vrai, tout ce qui est pudique, tout ce qui est juste, tout ce qui est sacré, tout ce qui est aimable, tout ce qui est de bonne réputation, ce qui est vertueux, ce qui est louable dans le règlement des moeurs, que ce soit l'objet de vos pensées ; et le Dieu de paix sera avec vous."
