Lectio brevis (Cf. 2 Th 1, 6. 7. 10);Lecture brève (Cf. 2 Th 1, 6. 7. 10)
Iustum est apud Deum retribúere vobis, qui tribulámini, réquiem nobíscum in revelatióne Dómini Iesu de cælo cum ángelis virtútis eius, cum vénerit glorificári in sanctis suis et admirábilis fíeri in ómnibus, qui credidérunt. ;N'est-il pas juste en effet devant Dieu de rendre l'affliction à ceux qui vous affligent, et de vous donner, à vous qui êtes affligés, le repos avec nous, au jour où le Seigneur Jésus apparaîtra du ciel avec les messagers de sa puissance, au jour où il viendra pour être glorifié dans ses saints et reconnu admirable en tous ceux qui auront cru.
