Lectio brevis (2 Petr 1, 10-11);Lecture brève (2 Petr 1, 10-11)
"Fratres, magis satágite, ut firmam vestram vocatiónem et electiónem faciátis. Hæc enim faciéntes non offendétis aliquándo; sic enim abundánter ministrábitur vobis intróitus in ætérnum regnum Dómini nostri et salvatóris Iesu Christi.";"Frères, redoublez d'efforts pour confirmer l'appel et le choix dont vous avez bénéficié; en agissant ainsi, vous ne risquez pas de tomber. C'est ainsi que vous sera généreusement accordée l'entrée dans le royaume éternel de notre Seigneur et Sauveur Jésus Christ."
