Lectio brevis (1 Petr 5, 10-11);Lecture brève (1 Petr 5, 10-11)
Deus omnis grátiæ, qui vocávit vos in ætérnam suam glóriam in Christo Iesu, módicum passos ipse perfíciet, confirmábit, solidábit, fundábit. Ipsi impérium in sæcula sæculórum. Amen.;"Le Dieu de toute grâce, qui vous a appelés à sa gloire éternelle dans le Christ, après quelques souffrances, achèvera lui-même son oeuvre, vous affermira, vous fortifiera, vous rendra inébranlables. A lui soient la gloire et la puissance aux siècles des siècles. Amen.
"
