Lectio brevis (Ez 33, 10b. 11a);Lecture brève (Ez 33, 10b. 11a)
"Iniquitátes nostræ et peccáta nostra super nos sunt, et in ipsis nos tabéscimus; quómodo ergo vívere potérimus? Vivo ego, dicit Dóminus Deus; nolo mortem ímpii, sed ut revertátur ímpius a via sua et vivat.";"Nos transgressions et nos péchés sont sur nous, et c'est à cause d'eux que nous dépérissons; comment pourrions--nous vivre?"" Je suis vivant! --oracle du Seigneur : je ne prends point plaisir à la mort du méchant, mais à ce que le méchant se détourne de sa voie et qu'il vive."
