Lectio brevis (Iac 1, 27);Lecture brève (Iac 1, 27)
Relígio munda et immaculáta apud Deum et Patrem hæc est: visitáre pupíllos et víduas in tribulatióne eórum, immaculátum se custodíre ab hoc sæculo.;La religion pure et sans tache devant notre Dieu et Père, n'est pas autre qu'avoir soin des orphelins et des veuves dans leur détresse, et se préserver pur des souillures de ce monde.
