Lectio brevis (Rom 12, 9-12);Lecture brève (Rom 12, 9-12)
"Diléctio sine simulatióne. Odiéntes malum, adhæréntes bono; caritáte fraternitátis ínvicem diligéntes, honóre ínvicem præveniéntes, sollicitúdine non pigri, spíritu fervéntes, Dómino serviéntes, spe gaudéntes, in tribulatióne patiéntes, oratióni instántes.";"Que votre amour soit sans hypocrisie. Fuyez le mal avec horreur, attachez-vous au bien. Soyez unis les uns aux autres par l'affection fraternelle, rivalisez de respect les uns pour les autres. Ne brisez pas l'élan de votre générosité, mais laissez jaillir l'Esprit; soyez les serviteurs du Seigneur. Aux jours d'espérance, soyez dans la joie; aux jours d'épreuve, tenez bon; priez avec persévérance."
