Lectio brevis (Rom 6, 22);Lecture brève (Iac 1, 19b-20. 26)
Nunc liberáti a peccáto, servi autem facti Deo, habétis fructum vestrum in sanctificatiónem, finem vero vitam ætérnam!;Maintenant que vous avez été libérés du péché et que vous êtes devenus les esclaves de Dieu, vous y récoltez la sainteté, et cela aboutit à la vie éternelle.
