Lectio brevis (Gal 5, 16-17);Lecture brève (Gal 5, 16-17)
"Spíritu ambuláte et concupiscéntiam carnis ne perfecéritis. Caro enim concupíscit advérsus spíritum, spíritus autem advérsus carnem; hæc enim ínvicem adversántur, ut non, quæcúmque vultis, illa faciátis.";Vivez sous la conduite de l'Esprit de Dieu, alors vous n'obéirez pas aux tendances égoïstes de la chair. Car les tendances de la chair s'opposent à l'esprit, et les tendances de l'esprit s'opposent à la chair. En effet, il y a là un affrontement qui vous empêche de faire ce que vous voudrez.
