Lectio brevis (Ier 6, 16);Lecture brève (Ier 6, 16)
State super vias et vidéte et interrogáte de sémitis antíquis, quæ sit via bona, et ambuláte in ea et inveniétis refrigérium animábus vestris.;Arrêtez-vous sur les routes pour faire le point, renseignez vous sur les sentiers traditionnels. Où est la route du bonheur? Alors suivez-la et vous trouverez où vous refaire.
