Lectio brevis (Col 3, 1-2);Lecture brève (Col 3, 1-2)
"Si conresurrexístis Christo, quæ sursum sunt quærite, ubi Christus est in déxtera Dei sedens; quæ sursum sunt sápite, non quæ supra terram.";"Si donc vous êtes ressuscités avec le Christ, recherchez les choses d'en haut, où le Christ demeure assis à la droite de Dieu; affectionnez-vous aux choses d'en haut, et non à celles de la terre."
