Lectio brevis (Ier 29, 11. 13);Lecture brève (Jer 29, 11. 13)
Ego scio cogitatiónes quas ego cógito super vos, ait Dóminus, cogitatiónes pacis et non afflictiónis, ut dem vobis posteritátem et spem. Quærétis me et inveniétis, cum quæsiéritis me in toto corde vestro. ;Moi je connais les pensées que j'ai pour vous, dit le Seigneur, pensées de paix, et non de malheur, afin de vous donner un avenir et de l'espérance. Vous me chercherez et vous me trouverez, parce que vous me chercherez de tout votre cœur. 
