Lectio brevis (Eph 4, 26-27);Lecture brève (Eph 4, 26-27)
"Nolíte peccáre; sol non óccidat super iracúndiam vestram, et nolíte locum dare Diábolo.";"Ne péchez point ; que le soleil ne se couche point sur votre irritation, et ne donnez pas non plus accès au diable."
