Lectio brevis (Ier 18, 20b);Lecture brève (Ier 18, 20b)
Recordáre quod stéterim in conspéctu tuo, ut lóquerer pro eis bonum et avérterem indignatiónem tuam ab eis.;Rappelle-toi comment je me suis tenu devant toi pour te parler en leur faveur, pour détourner d'eux ta colère. 
