Lectio brevis (Iac 1, 22. 25);Lecture brève (Iac 1, 22. 25)
Estóte factóres verbi et non auditóres tantum falléntes vosmetípsos. Qui autem perspéxerit in lege perfécta libertátis et permánserit, non audítor obliviósus factus sed factor óperis, hic beátus in facto suo erit.;Mettez la Parole en application, ne vous contentez pas de l'écouter: ce serait vous faire illusion. Au contraire' l'homme qui se penche sur la loi parfaite, celle de la liberté, et qui s'y tient, celui qui ne l'écoute pas pour l'oublier mais l'applique dans ses actes, heureux sera-t-il d'agir ainsi.
