Lectio brevis (1 Reg 2, 2b-3);Lecture brève (1 Reg 2, 2b-3)
Confortáre et esto vir et obsérva decréta Dómini Dei tui, ut ámbules in viis eius et custódias statúta eius et præcépta eius et iudícia et testimónia, ut próspere agas in univérsis, quæ facis.;Sois courageux, montre-toi un homme! Tu garderas les observances du Seigneur ton Dieu, en suivant ses chemins. Tu observeras ses ordres, ses commandements, ses décrets et ses préceptes. Ainsi tu réussiras dans tout ce que tu feras et entreprendras.
