Lectio brevis (Rom 12, 17a. 19b-20a. 21);Lecture brève (Rom 12, 17a. 19b-20a. 21)
"Nulli malum pro malo reddéntes; scriptum est enim: Mihi vindícta, ego retríbuam, dicit Dóminus. Sed si esuríerit inimícus tuus, ciba illum; si sitit, potum da illi. Noli vinci a malo, sed vince in bono malum.";"Ne rendez à personne le mal pour le mal; A Moi la vengeance; c'est Moi qui rétribuerai, dit le Seigneur. Mais si ton ennemi a faim, donne-lui à manger; s'il a soif, donne-lui à boire. te laisse point vaincre par le mal; mais travaille à vaincre le mal par le bien."
