Lectio brevis (1 Cor 10, 16-17);Lecture brève (1 Cor 10, 16-17)
Calix benedictiónis, cui benedícimus, nonne communicátio sánguinis Christi est? Et panis, quem frángimus, nonne communicátio córporis Christi est? Quóniam unus panis, unum corpus multi sumus, omnes enim de uno pane participámur.;"Le calice de bénédiction, que nous bénissons, n'est-il pas une communion au sang du Christ? Et le pain, que nous rompons, N'est-il pas une communion au corps du Christ? Puisqu'il y a un seul pain, nous formons un seul corps, tout en étant plusieurs; car nous participons tous à un même pain."
