Lectio brevis (Deut 4, 7);Lecture brève (Deut 4, 7)
Quæ est enim ália nátio tam grandis, quæ hábeat deos appropinquántes sibi, sicut Dóminus Deus noster adest cunctis obsecratiónibus nostris?;Quelle est l’autre nation, quelque puissante qu'elle soit, qui ait des dieux aussi proches d'elle que notre Dieu est proche de nous et présent à toutes nos prières ?
