Lectio brevis (Col 1, 9b-11);Lecture brève (Col 1, 9b-11)
Impleámini agnitióne voluntátis eius in omni sapiéntia et intelléctu spiritáli, ut ambulétis digne Dómino per ómnia placéntes, in omni ópere bono fructificántes et crescéntes in sciéntia Dei, in omni virtúte confortáti secúndum poténtiam claritátis eius in omnem patiéntiam et longanimitátem, cum gáudio.;"Nous demandons à Dieu que vous ayez la pleine connaissance de sa volonté en toute sagesse et intelligence spirituelle, pour vous conduire d'une manière digne du Seigneur et lui plaire en toutes choses, produisant du fruit en toutes sortes de bonnes oeuvres et faisant des progrès dans la connaissance de Dieu ; fortifiés à tous égards par sa puissance glorieuse, pour tout supporter avec patience et avec joie;"
