Lectio brevis (2 Cor 5, 19b-20);Lecture brève (2 Cor 5, 19b-20)
Pósuit in nobis Deus verbum reconciliatiónis. Pro Christo ergo legatióne fúngimur tamquam Deo exhortánte per nos: obsecrámus pro Christo, reconciliámini Deo.;Dieu a mis sur nos lèvres la parole de la réconciliation. C'est donc pour le Christ que nous faisons les fonctions d'ambassadeurs, Dieu lui-même exhortant par nous: nous vous en conjurons pour le Christ, réconciliez-vous avec Dieu!
