Lectio brevis (Rom 4, 24-25);Lecture brève (Rom 4, 24-25)
Crédimus in eum, qui suscitávit Iesum Dóminum nostrum a mórtuis, qui tráditus est propter delícta nostra et suscitátus est propter iustificatiónem nostram.;Mais c'est aussi pour nous, à qui elle doit être imputée, pour nous qui croyons en celui qui a ressuscité d'entre les morts Jésus-Christ, Notre-Seigneur, lequel a été livré pour nos offenses, et est ressuscité pour notre justification.
