Lectio brevis (Phil 2, 6-7);Lecture brève  (Phil 2, 6-7)
"Christus Iesus, cum in forma Dei esset, non rapínam arbitrátus est esse se æquálem Deo, sed semetípsum exinanívit formam servi accípiens, in similitúdinem hóminum factus; et hábitu invéntus ut homo.";"Jésus-Chist, bien qu'il fût dans la condition de Dieu, n'a pas retenu avidement son égalité avec Dieu; mais il s'est anéanti lui-même, en prenant la condition d'esclave, en se rendant semblable aux hommes, et reconnu pour homme par tout ce qui a paru de lui."
