Lectio brevis (2 Cor 8, 9);Lecture brève (2 Cor 8, 9)
Scitis grátiam Dómini nostri Iesu Christi, quóniam propter vos egénus factus est, cum esset dives, ut illíus inópia vos dívites essétis.;Car vous savez la grâce de notre Seigneur Jésus-Christ, qui pour vous s'est fait pauvre, de riche qu'il était, afin de vous faire riches par sa pauvreté.
