Canticum (Sir 36, 1-7. 13-16) AT 15 - Divisio;Cantique (Sir 36, 1-7. 13-16) AT 15 - Division
;
;
;
Innova signa et ítera mirabília, * glorífica manum et firma bráchium dextrum.;"Renouvele les prodiges, et reproduis les merveilles ; glorifie ta main et ton bras droit."
Cóngrega omnes tribus Iacob, * et hereditábis eos sicut ab inítio.;Rassemble toutes les tribus de Jacob, et rends-leur l'héritage tel qu'au commencement.
Miserére plebi tuæ, super quam invocátum est nomen tuum, * et Israel, quem coæquásti primogénito tuo.;Seigneur, aie pitié de votre peuple, qui est appelé de ton nom, et d'Israël, que tu as fait semblable à un premier-né.
Miserére civitáti sanctificatiónis tuæ, * Ierúsalem, loco requiéi tuæ.;Prends compassion de la ville de ton sanctuaire, de Jérusalem, le lieu de ton repos.
Reple Sion maiestáte tua * et glória tua templum tuum.;Remplis Sion de tes oracles, et ton peuple de ta gloire.
