LB_comp;LB_Ap 22, 4-5;
oratio;Vox nostra te, Dómine, humíliter deprecétur, ut, domínicæ resurrectiónis hac die mystério celebráto, in pace tua secúri a malis ómnibus quiescámus, et in tua resurgámus laude gaudéntes. Per Christum Dóminum nostrum.;Notre voix, Seigneur, te supplie humblement, pour que, ayant célébré en ce jour le mystère du dimanche de la résurrection, nous reposions dans ta paix assurés contre tout mal, et que nous nous relèvions joyeux dans la louange. Par le Christ Notre Seigneur.
