LB_comp;LB_Cf. Ier. 14, 9;
oratio;Concéde nos, omnípotens Deus, ita sepúlto Unigénito tuo fidéliter inhærére, ut cum ipso in novitáte vitæ resúrgere mereámur. Qui vivit et regnat in sæcula sæculórum.;Accorde-nous, Dieu tout puissant, de nous unir tellement par la foi à ton Fils unique mis au tombeau, que nous méritions de ressusciter avec lui à une vie nouvelle. Lui qui vit et règne pour les siècles des siècles.
