LB_comp;LB_Deut 6, 4-7;
oratio;Vísita nos, quæsumus, Dómine, hac nocte præsénti, ut, dilúculo tua virtúte surgéntes, de resurrectióne Christi tui gaudére valeámus. Qui vivit et regnat in sæcula sæculórum. ;Visite-nous, Seigneur, durant cette nuit, et, quand nous nous lèverons demain avec ton aide, nous célébrerons dans la joie la résurrection de ton Christ. Lui qui vit et règne pour les siècles des siècles.
