LB_comp;LB_1 Th 5, 9-10;
oratio;Quiétem, Dómine, corpóribus nostris tríbue salutárem, et quæ fúdimus hódie sémina per labórem, fac ut messem gérminent sempitérnam. Per Christum Dóminum nostrum.;Seigneur, tandis que nous dormirons en paix, fais germer et grandir jusqu’à la moisson la semence du royaume des cieux que nous avons jetée en terre par le travail de cette journée. Par le Christ Notre Seigneur.
