ant1;Emítte lucem tuam et veritátem tuam, Dómine. ;Envoie ta lumière et ta vérité, Seigneur.
ant2;Cunctis diébus vitæ nostræ, salvos nos fac, Dómine. ;Tous les jours de notre vie, sauve-nous, Seigneur.
ant3;Te decet hymnus, Deus, in Sion. ;A toi l'hymne, Dieu, en Sion.
ant7;Non potéstis Deo servíre et mammónæ. ;Vous ne pouvez pas servir Dieu et mammon.
ant8;Thesaurizáte vobis thesáuros in cælo, dicit Dóminus. ;Amassez pour vous un trésor dans les cieux, dit le Seigneur.
ant9;Dignus est Agnus, qui occísus est, accípere glóriam et honórem. ;L'Agneau est digne, lui qui a été immolé, de recevoir gloire et honneur.
