Lectio brevis (Ier 17, 9-10);Lecture brève (Ier 17, 9-10)
"Dolósum est cor super ómnia et insanábile; quis cognóscet illud? Ego Dóminus scrutans cor et probans renes, qui do unicuíque iuxta viam suam et iuxta fructum óperum suórum.";Le coeur de l'homme est compliqué et malade! Qui peut le connaître? Moi, le Seigneur, qui pénètre les coeurs et qui scrute les reins, afin de rendre à chacun selon ses actes, selon les fruits qu'il porte.
