Lectio brevis (Ez 18, 30b-32);Lecture brève (Ez 18, 30b-32)
Convertímini et ágite pæniténtiam ab ómnibus iniquitátibus vestris, et non erit vobis in scándalum iniquitátis. Proícite a vobis omnes prævaricatiónes vestras, et fácite vobis cor novum et spíritum novum. Et quare moriémini, domus Israel? Quia nolo mortem moriéntis, dicit Dóminus Deus. Revertímini et vívite.;"Détournez-vous et convertissez-vous de toutes vos transgressions, et l'iniquité ne deviendra pas votre ruine.Rejetez loin de vous toutes les transgressions que vous avez commises; faites-vous un coeur nouveau et un esprit nouveau. Pourquoi mourriez--vous, maison d'Israël? Car je ne prends point plaisir à la mort de celui qui meurt, --oracle du Seigneur Dieu; convertissez-vous donc et vivez."""
