Lectio brevis (1 Petr 5, 1-2a);Lecture brève (1 Petr 5, 1-2a)
Senióres óbsecro, consénior et testis Christi passiónum, qui et eius, quæ in futúro revelánda est, glóriæ communicátor: Páscite, qui est in vobis, gregem Dei.;J'exhorte les anciens qui sont parmi vous, moi ancien comme eux, témoin des souffrances du Christ, et qui prendrai part avec eux â la gloire qui doit être manifestée : 2 paissez le troupeau de Dieu qui vous est confié.
