Lectio brevis (Am 5, 8);Lecture brève (Am 5, 8)
"Qui facit stellas Plíadis et Oriónem, et convértit in mane ténebras, et diem in noctem obscúrat; qui vocat aquas maris et effúndit eas super fáciem terræ, Dóminus nomen eius.";L'auteur des Pléiades et d'Orion, qui change l'obscurité en clarté matinale, qui réduit le jour en sombre nuit, qui convoque les eaux de la- mer pour les répandre sur la face de la terre: il se nomme le Seigneur.
