Lectio brevis (1 Petr 2, 4-5);Lecture brève (1 P 2, 4-5)
Ad Dóminum accedéntes, lápidem vivum, ab homínibus quidem reprobátum, coram Deo autem eléctum, pretiósum, et ipsi tamquam lápides vivi ædificámini domus spiritális in sacerdótium sanctum offérre spiritáles hóstias acceptábiles Deo per Iesum Christum.;"Approchez-vous de lui, pierre vivante, rejetée des hommes, il est vrai, mais choisie et précieuse devant Dieu ; et, vous-mêmes comme des pierres vivantes, entrez dans la structure de l'édifice, pour former un temple spirituel, un sacerdoce saint, afin d'offrir des sacrifices spirituels, agréables à Dieu, par Jésus-Christ. "
