Lectio brevis (Col 3, 14-15);Lecture brève (Col 3, 14-15)
Super ómnia caritátem habéte, quod est vínculum perfectiónis. Et pax Christi dominétur in córdibus vestris, ad quam et vocáti estis in uno córpore. Et grati estóte.;"Dans votre vie, mettez l'amour au-dessus de tout; c'est lui qui fait l'unité dans la perfection. Et que, dans vos coeurs, règne la paix du Christ à laquelle vous avez été appelés pour former en lui un seul corps. Vivez dans l'action de grâce."
