Lectio brevis (Gal 6, 7b-8);Lecture brève (Gal 6, 7b-8)
"Deus non irridétur. Quæ enim semináverit homo, hæc et metet; quóniam, qui séminat in carne sua, de carne metet corruptiónem, qui autem séminat in spíritu, de spíritu metet vitam ætérnam.";" On ne se rit pas de Dieu. Ce qu'on aura semé, on le moissonnera. Celui qui sème dans sa chair moissonnera, de la chair, la corruption; celui qui sème dans l'esprit moissonnera, de l'esprit, la vie éternelle. "
