Lectio brevis (Rom 5, 8-9);Lecture brève (Rom 5, 8-9)
Comméndat suam caritátem Deus in nos, quóniam, cum adhuc peccatóres essémus, Christus pro nobis mórtuus est. Multo ígitur magis iustificáti nunc in sánguine ipsíus, salvi érimus ab ira per ipsum!;Mais Dieu montre son amour envers nous en ce que, lorsque nous étions encore des pécheurs, au temps marqué, Jésus-Christ est mort pour nous. A plus forte raison donc, maintenant que nous sommes justifiés dans son sang, serons-nous sauvés par lui de la colère. 
