Lectio brevis (Prov 22, 22-23);Lecture brève (Deut 15, 7-8
Non fácias violéntiam páuperi, quia pauper est, neque cónteras egénum in porta, quia iudicábit Dóminus causam eórum, et ánima spoliábit spoliatóres.;"Ne dépouille pas le faible: c'est un faible! et n'écrase pas l'homme d'humble condition en justice; car le Seigneur plaidera leur cause et ravira la vie de leurs ravisseurs."
