Lectio brevis (Act 4, 11-12);Lecture brève (Act 4, 11-12)
Hic est lapis, qui reprobátus est a vobis ædificatóribus, qui factus est in caput ánguli. Et non est in álio áliquo salus, nec enim nomen áliud est sub cælo datum in homínibus, in quo opórtet nos salvos fíeri.;C'est lui, la pierre rejetée par vous les constructeurs, qui est devenue tête d'angle. Et le salut n'est en aucun autre, car il n'est sous le ciel aucun autre nom donné parmi les hommes, par lequel nous devions être sauvés. 
