Lectio brevis (Col 3, 12-13);Lecture brève (Col 3, 12-13)
"Indúite vos sicut elécti Dei, sancti et dilécti, víscera misericórdiæ, benignitátem, humilitátem, mansuetúdinem, patiéntiam, supportántes ínvicem et donántes vobis ipsis, si quis advérsus áliquem habet querélam; sicut et Dóminus donávit vobis, ita et vos.";Puisque vous avez été choisis par Dieu, que vous êtes ses fidèles et ses bien-aimés, revêtez votre coeur de tendresse et de bonté, d'humilité, de douceur, de patience. Supportez-vous mutuellement et pardonnez, si vous avez des reproches à vous faire. Agissez comme le Seigneur: il vous a pardonné, faites de même.
