Lectio brevis (1 Cor 15, 3b-5.csv);Lecture brève (1 Cor 15, 3b-5.csv)
Christus mórtuus est pro peccátis nostris secúndum Scriptúras et sepúltus est et suscitátus est tértia die secúndum Scriptúras et visus est Cephæ et post hæc Duódecim.;"le Christ est mort pour nos péchés, conformément aux Ecritures; qu'il a été enseveli et qu'il est ressuscité le troisième jour, conformément aux Ecritures; et qu'il est apparu à Céphas, puis aux Douze. "
