Lectio brevis (Ioel 2, 27- 3, 1);Lecture brève (Ioel 2, 27- 3, 1)
"Sciétis quia in médio Israel ego sum, et ego Dóminus Deus vester et non est ámplius; et non confundétur pópulus meus in ætérnum. Et erit post hæc: effúndam spíritum meum super omnem carnem, et prophetábunt fílii vestri et fíliæ vestræ.";Vous saurez que je suis au milieu d'Israël ! Moi, je suis le Seigneur, votre Dieu, et il n'y en a point d'autre, et mon peuple ne sera plus jamais confondu. Et il arrivera après cela que je répandrai mon Esprit sur tonte chair, et vos fils et vos filles prophétiseront.
