Lectio brevis (Is 55, 8-9);Lecture brève (Prov 3, 13-15)
Cogitatiónes meæ non sunt cogitatiónes vestræ, neque viæ vestræ viæ meæ, dicit Dóminus. Quia sicut exaltántur cæli a terra, sic exaltátæ sunt viæ meæ a viis vestris et cogitatiónes meæ a cogitatiónibus vestris.;Mes pensées ne sont pas vos pensées et mes chemins ne sont pas vos chemins, déclare le Seigneur. Autant le ciel est élevé au-dessus de la terre, autant mes chemins sont élevés au-dessus des vôtres, et mes pensées, au-dessus de vos pensées.
